follower_user_key,followed_user_key,action_date_key,network_action,is_active_follow
1740,1431,20230106,Follow,1
310,1360,20230714,Follow,1
1231,705,20230817,Follow,1
1180,285,20230414,Unfollow,0
728,132,20230522,Follow,1
1571,1331,20230908,Follow,1
1657,698,20231021,Follow,1
845,151,20230731,Unfollow,0
355,1648,20230905,Follow,1
1158,1443,20230116,Unfollow,0
1758,475,20230427,Follow,1
999,558,20230127,Follow,1
471,23,20231120,Follow,1
1572,1673,20230823,Follow,1
1325,202,20231216,Follow,1
992,1321,20231117,Unfollow,0
799,1123,20231026,Follow,1
731,1509,20230219,Follow,1
1768,762,20230129,Unfollow,0
216,1503,20230128,Unfollow,0
678,865,20231010,Follow,1
503,209,20230417,Follow,1
1986,1292,20230209,Follow,1
1610,1632,20231126,Follow,1
940,693,20230905,Follow,1
616,1645,20230325,Unfollow,0
1998,891,20230108,Follow,1
282,1409,20230128,Follow,1
1772,96,20230126,Follow,1
654,859,20230423,Follow,1
183,1473,20231211,Follow,1
87,1700,20230801,Follow,1
1012,1972,20230824,Follow,1
1744,794,20230107,Follow,1
870,23,20230601,Follow,1
842,894,20230618,Unfollow,0
1538,357,20231006,Follow,1
1201,67,20230731,Follow,1
1252,1923,20230121,Follow,1
644,1635,20230717,Follow,1
1370,1279,20230307,Follow,1
1965,1286,20230820,Follow,1
668,1364,20231011,Follow,1
500,1489,20230322,Unfollow,0
1218,1190,20230520,Unfollow,0
1115,1772,20230814,Follow,1
1651,1436,20230528,Follow,1
934,1691,20230206,Follow,1
1150,1519,20230818,Follow,1
1288,1636,20230103,Follow,1
1879,1886,20230910,Follow,1
156,390,20230211,Follow,1
1996,367,20231010,Follow,1
1894,63,20231120,Follow,1
1537,1559,20230319,Unfollow,0
572,408,20231206,Unfollow,0
525,1934,20230406,Follow,1
465,1537,20231022,Follow,1
1541,697,20230821,Follow,1
534,420,20231228,Follow,1
1539,156,20231225,Follow,1
510,1516,20230517,Follow,1
1127,332,20230903,Follow,1
394,1199,20231111,Follow,1
522,454,20231231,Follow,1
1739,976,20230623,Follow,1
1096,1108,20231215,Follow,1
5,815,20230502,Follow,1
1457,190,20230614,Follow,1
211,293,20231108,Follow,1
1495,1594,20230515,Follow,1
962,1470,20230311,Follow,1
822,939,20230716,Follow,1
1632,794,20230805,Follow,1
1757,1974,20230828,Unfollow,0
1083,1370,20230811,Unfollow,0
1201,1107,20230406,Follow,1
1163,1691,20230804,Follow,1
1946,1867,20231115,Follow,1
797,1573,20230226,Follow,1
195,626,20230328,Follow,1
18,597,20230219,Follow,1
529,1406,20230806,Unfollow,0
1678,618,20231225,Follow,1
579,1826,20230412,Unfollow,0
54,1729,20230317,Follow,1
1614,325,20230526,Follow,1
623,992,20231013,Follow,1
1653,847,20230228,Unfollow,0
80,1991,20230127,Follow,1
1462,245,20230324,Follow,1
1892,597,20230528,Follow,1
243,439,20230927,Follow,1
1130,1555,20231029,Follow,1
1940,1581,20230609,Follow,1
1159,1175,20230820,Follow,1
1832,1800,20230505,Unfollow,0
1433,500,20231203,Follow,1
1918,108,20230308,Follow,1
202,99,20230915,Unfollow,0
1261,1724,20230522,Unfollow,0
1419,173,20230830,Follow,1
1615,1614,20231204,Follow,1
1001,1873,20230207,Follow,1
1226,1463,20230304,Follow,1
1408,1013,20230416,Follow,1
724,1394,20230324,Follow,1
35,1227,20230517,Follow,1
115,1486,20230330,Follow,1
1587,1801,20230428,Follow,1
684,1909,20230914,Follow,1
269,1083,20230528,Follow,1
1563,636,20230617,Follow,1
1398,1826,20230514,Unfollow,0
329,862,20230804,Follow,1
974,486,20230815,Follow,1
971,1591,20230807,Follow,1
1944,222,20231125,Follow,1
1330,946,20230925,Unfollow,0
177,1382,20230110,Follow,1
239,219,20230828,Follow,1
1087,1908,20230628,Follow,1
1220,1004,20230331,Follow,1
1865,1354,20230817,Follow,1
250,1506,20230702,Follow,1
315,1024,20231128,Follow,1
406,1377,20230614,Unfollow,0
604,1543,20230116,Follow,1
775,1579,20231210,Follow,1
1508,459,20230726,Follow,1
308,297,20230923,Unfollow,0
1179,1148,20230912,Follow,1
964,352,20230723,Follow,1
119,1918,20230914,Follow,1
216,641,20230103,Follow,1
786,1279,20230118,Follow,1
1757,1887,20230213,Unfollow,0
1048,771,20230723,Follow,1
284,444,20230523,Follow,1
47,789,20230520,Follow,1
304,1640,20231214,Follow,1
181,1491,20230422,Follow,1
1850,766,20231125,Follow,1
1148,465,20230131,Follow,1
1095,375,20230729,Follow,1
235,702,20231225,Unfollow,0
1194,1485,20230508,Follow,1
432,868,20230222,Follow,1
1075,1716,20230624,Follow,1
1192,1375,20231212,Follow,1
10,157,20230519,Follow,1
412,1116,20230103,Unfollow,0
895,176,20230611,Follow,1
655,555,20230804,Unfollow,0
1732,1068,20230606,Follow,1
542,588,20230125,Unfollow,0
697,557,20230822,Follow,1
964,1543,20230920,Follow,1
602,998,20230409,Follow,1
1797,620,20230509,Unfollow,0
56,743,20230707,Unfollow,0
1679,615,20230722,Follow,1
1339,293,20230319,Follow,1
687,1410,20230121,Follow,1
404,1943,20230816,Follow,1
830,1615,20230929,Unfollow,0
1217,689,20231029,Follow,1
1398,391,20230619,Follow,1
1121,1276,20230908,Follow,1
222,1373,20231014,Follow,1
1235,486,20231125,Follow,1
391,421,20230416,Follow,1
851,1714,20230526,Unfollow,0
1143,320,20231207,Follow,1
1047,445,20230418,Follow,1
1048,912,20231017,Follow,1
791,1972,20230404,Follow,1
1001,924,20231126,Follow,1
729,261,20230705,Follow,1
290,1561,20230404,Follow,1
677,10,20230603,Follow,1
1410,1902,20230717,Follow,1
1066,730,20230723,Follow,1
403,932,20231118,Follow,1
519,513,20231128,Follow,1
1939,1958,20230304,Follow,1
1009,498,20230319,Follow,1
1610,1591,20230913,Follow,1
104,1097,20230306,Unfollow,0
869,1850,20231013,Unfollow,0
1234,1008,20230206,Follow,1
1893,1432,20230524,Unfollow,0
395,1670,20230105,Unfollow,0
532,305,20230315,Follow,1
283,240,20231007,Follow,1
1214,1832,20230518,Unfollow,0
114,1873,20230206,Follow,1
525,1185,20230820,Follow,1
131,1715,20230508,Follow,1
1501,1048,20230215,Follow,1
906,1658,20231115,Follow,1
352,781,20231101,Follow,1
1014,1308,20231102,Follow,1
1084,1179,20230309,Follow,1
1985,981,20231109,Follow,1
943,502,20230418,Follow,1
585,1662,20230624,Unfollow,0
1302,341,20230928,Follow,1
1446,1592,20230721,Follow,1
1956,63,20230221,Follow,1
1024,1563,20230815,Follow,1
1848,1771,20230422,Follow,1
1349,289,20230520,Follow,1
1685,204,20230322,Follow,1
821,1343,20230908,Unfollow,0
177,10,20231012,Unfollow,0
1586,1496,20230620,Unfollow,0
1847,1299,20230210,Follow,1
1991,1899,20230804,Follow,1
1214,1680,20231022,Follow,1
1880,905,20230321,Follow,1
1161,308,20230523,Follow,1
1070,818,20230924,Follow,1
312,748,20230110,Follow,1
406,66,20230131,Follow,1
191,347,20230528,Follow,1
1636,931,20230908,Follow,1
1853,1807,20230118,Unfollow,0
1746,981,20230824,Follow,1
1824,1459,20231030,Follow,1
629,984,20231023,Follow,1
1823,1580,20230429,Follow,1
748,1602,20231115,Follow,1
1764,1665,20230304,Follow,1
1078,1730,20230304,Unfollow,0
410,1471,20230111,Follow,1
1901,1218,20230608,Follow,1
1031,1657,20231016,Follow,1
1541,347,20230502,Follow,1
1694,36,20230612,Follow,1
1230,1596,20230513,Follow,1
20,883,20230617,Follow,1
1924,132,20230703,Unfollow,0
1132,725,20230422,Follow,1
1233,1863,20230613,Follow,1
146,852,20230325,Follow,1
438,315,20230305,Follow,1
718,779,20231011,Unfollow,0
476,1792,20230403,Unfollow,0
1829,1633,20231127,Follow,1
576,590,20230827,Follow,1
1017,1502,20231128,Follow,1
789,483,20230406,Follow,1
899,1702,20230325,Follow,1
654,1200,20230126,Unfollow,0
1957,1964,20230212,Follow,1
704,1081,20230705,Follow,1
77,1255,20230911,Follow,1
235,1889,20230817,Follow,1
512,1811,20231219,Follow,1
859,235,20231225,Follow,1
846,1442,20230701,Unfollow,0
699,232,20230224,Unfollow,0
70,848,20231226,Unfollow,0
1454,1323,20230327,Follow,1
829,1884,20231208,Unfollow,0
625,1259,20230731,Follow,1
11,1329,20230422,Unfollow,0
841,497,20231008,Follow,1
1241,1956,20230206,Follow,1
15,1354,20230222,Follow,1
64,1760,20231014,Follow,1
1129,1463,20230226,Follow,1
426,239,20230824,Follow,1
763,77,20230628,Follow,1
1819,117,20231209,Follow,1
168,607,20230309,Follow,1
1959,662,20231215,Unfollow,0
1651,1483,20230809,Follow,1
1083,1335,20231023,Unfollow,0
1265,1369,20230404,Follow,1
1264,909,20230907,Follow,1
1546,707,20230307,Follow,1
1443,1982,20230826,Follow,1
1755,951,20231008,Unfollow,0
356,1862,20231128,Unfollow,0
533,1048,20230911,Follow,1
405,224,20230520,Unfollow,0
1754,1137,20230523,Follow,1
491,1084,20231117,Follow,1
1719,1540,20230811,Unfollow,0
721,1550,20230829,Follow,1
708,1596,20230711,Unfollow,0
624,1714,20230907,Follow,1
451,1754,20231008,Follow,1
1838,1963,20231013,Follow,1
880,1193,20230609,Unfollow,0
1390,1208,20230503,Follow,1
1707,241,20230530,Unfollow,0
1506,892,20230920,Follow,1
1632,37,20231121,Unfollow,0
198,256,20231024,Follow,1
464,1783,20230727,Unfollow,0
87,1753,20230910,Unfollow,0
1807,360,20230425,Follow,1
155,1442,20230620,Follow,1
577,61,20230204,Follow,1
1031,1776,20230323,Follow,1
490,295,20230414,Follow,1
1429,652,20230912,Follow,1
345,653,20231012,Follow,1
1542,1901,20230121,Unfollow,0
258,604,20230531,Follow,1
1318,550,20231206,Follow,1
382,1609,20230515,Follow,1
1361,1305,20230909,Unfollow,0
205,201,20230524,Unfollow,0
1144,596,20230509,Follow,1
336,554,20230222,Follow,1
1483,441,20230329,Follow,1
366,1418,20230810,Follow,1
293,604,20230424,Unfollow,0
152,689,20230527,Follow,1
697,1770,20230330,Follow,1
221,1317,20230331,Follow,1
62,731,20230307,Unfollow,0
1159,1252,20231223,Follow,1
1141,123,20231122,Follow,1
1439,569,20230524,Follow,1
340,1157,20230228,Follow,1
60,713,20230730,Follow,1
1852,1160,20230909,Follow,1
915,1906,20230623,Follow,1
1404,1235,20231211,Follow,1
1229,509,20230303,Follow,1
1301,139,20230820,Follow,1
532,1492,20231005,Unfollow,0
905,393,20230723,Follow,1
1521,1436,20231226,Follow,1
989,1524,20231212,Follow,1
286,1631,20230330,Unfollow,0
1594,1153,20231203,Follow,1
701,909,20230706,Follow,1
1431,1015,20230220,Follow,1
1649,303,20230506,Unfollow,0
668,534,20230521,Follow,1
1026,1644,20231004,Follow,1
920,1603,20230212,Follow,1
1595,1172,20230318,Unfollow,0
374,1626,20230708,Follow,1
1941,1801,20230515,Follow,1
115,129,20230226,Unfollow,0
1190,1188,20230120,Follow,1
1149,773,20230910,Follow,1
1213,595,20231130,Follow,1
756,42,20231015,Follow,1
1934,1047,20230918,Follow,1
469,1751,20230223,Unfollow,0
1125,744,20230327,Follow,1
310,1654,20230313,Follow,1
1932,102,20230719,Follow,1
302,1318,20230402,Follow,1
248,321,20231024,Follow,1
947,217,20230201,Unfollow,0
583,1905,20231007,Unfollow,0
1469,1048,20231103,Follow,1
980,706,20230115,Follow,1
635,1797,20230823,Follow,1
1125,1716,20230406,Follow,1
1885,1310,20230124,Follow,1
1807,792,20230222,Unfollow,0
343,1925,20230719,Follow,1
592,948,20230806,Follow,1
763,1611,20230409,Unfollow,0
505,592,20230831,Follow,1
577,258,20230529,Follow,1
1747,94,20230314,Unfollow,0
101,456,20230913,Unfollow,0
1806,352,20231026,Follow,1
1513,1897,20230109,Follow,1
585,1776,20230216,Follow,1
1569,1269,20230421,Unfollow,0
311,472,20230808,Unfollow,0
1699,736,20230204,Follow,1
617,661,20230211,Follow,1
95,1253,20231103,Unfollow,0
62,1703,20230716,Follow,1
667,1412,20230308,Follow,1
1227,1002,20230201,Follow,1
1727,1098,20231202,Follow,1
186,280,20230418,Unfollow,0
792,504,20230812,Follow,1
1389,530,20230724,Follow,1
607,1054,20230721,Follow,1
1,447,20230613,Follow,1
211,843,20231218,Follow,1
1926,789,20231221,Unfollow,0
1355,263,20230308,Unfollow,0
1334,1535,20230728,Follow,1
137,1039,20230807,Follow,1
786,503,20230807,Follow,1
1182,630,20231027,Unfollow,0
754,1327,20230424,Follow,1
1687,357,20230121,Follow,1
1475,115,20230223,Follow,1
45,1431,20230820,Follow,1
1911,411,20231228,Follow,1
1161,459,20230610,Follow,1
269,704,20230611,Follow,1
1921,1011,20230220,Unfollow,0
1822,1876,20231202,Follow,1
1976,282,20230903,Follow,1
408,923,20231025,Follow,1
1601,560,20231205,Unfollow,0
299,1640,20230817,Follow,1
1427,1904,20230313,Follow,1
1788,848,20230429,Unfollow,0
117,1451,20230209,Unfollow,0
1864,1411,20231030,Follow,1
611,827,20230129,Follow,1
849,1792,20230626,Follow,1
153,975,20231010,Follow,1
1107,1394,20230721,Follow,1
414,54,20231202,Follow,1
968,157,20231123,Follow,1
1437,708,20230828,Follow,1
1979,133,20230106,Unfollow,0
828,976,20230306,Unfollow,0
1391,544,20230403,Follow,1
1742,856,20230725,Follow,1
1631,964,20230317,Follow,1
1736,1599,20230123,Follow,1
1248,81,20231126,Unfollow,0
1525,1775,20230304,Follow,1
169,1718,20230319,Follow,1
1072,1278,20230829,Follow,1
940,569,20230201,Unfollow,0
1481,951,20230520,Follow,1
382,301,20231229,Follow,1
1360,94,20230626,Follow,1
22,913,20231015,Follow,1
942,1108,20230925,Follow,1
446,1189,20230331,Unfollow,0
1987,691,20230127,Follow,1
1107,1918,20230719,Unfollow,0
544,1379,20231111,Follow,1
1464,1522,20230817,Unfollow,0
1772,1177,20230224,Follow,1
1848,1291,20230624,Follow,1
1984,693,20230528,Follow,1
1627,1852,20231215,Unfollow,0
1945,1313,20231109,Follow,1
742,1865,20231109,Follow,1
1671,867,20231116,Unfollow,0
818,1262,20231010,Follow,1
913,1766,20230825,Follow,1
1362,1859,20230501,Unfollow,0
750,1194,20231111,Follow,1
57,1589,20230417,Follow,1
1784,69,20230621,Unfollow,0
1899,1940,20230422,Follow,1
1635,1810,20230514,Follow,1
610,497,20230419,Follow,1
1097,274,20230705,Unfollow,0
633,115,20230704,Follow,1
1771,597,20230713,Unfollow,0
1000,303,20230107,Follow,1
232,1303,20230723,Follow,1
1063,365,20230413,Follow,1
694,591,20230702,Follow,1
1693,247,20230410,Follow,1
691,561,20231210,Follow,1
